IC1
-8.127049576912431794e-01
5.062500774627314293e-01
2.906628752882192135e-01
5.480056911987690738e-01
7.293121353609078872e-01
1.173864225027443142e+00
1.341721603068494195e+00
1.577019253375419705e+00
8.038153409719875908e-01
4.044631334110549981e-01
5.486865779855347736e-01
-9.866852620347378588e-02
-7.157248423293545159e-01
-2.394411849791133196e-01
-6.030208234759014685e-01
-2.186578964507441825e-01
-1.217318455155666834e+00
-1.292478640672256374e+00
-1.069796585413842260e+00
-8.849348008184805270e-01
-7.688413253578649798e-01
8.461524781132895301e-02
1.387387626489261505e-01
2.047235465704043758e-02
-1.584371609518676893e-02
2.643100396920996520e-01
-5.724850103695161563e-01
2.882430728842437229e-01
7.678400814417542242e-02
-4.548914152824067303e-01
-6.255515308769126204e-01
-6.836972010351317630e-01
-1.379437956521614196e-02
-4.312752276831333109e-01
-8.623324489859804931e-01
-7.069593098083223337e-01
-8.294395630507634953e-01
9.374998256577933564e-02
-9.924653420072693244e-01
-1.367971713310321080e+00
-1.434003701055336366e+00
-1.379179880229995714e+00
-1.395163620151292916e+00
-1.527622196131971144e+00
-1.446274091014184027e+00
-1.330335341676446737e+00
-1.753699019923232072e+00
-1.978555343860104232e+00
-1.538834845391037209e+00
-1.821433955682195016e+00
-1.645169313084896778e+00
-1.776537312777973332e+00
-1.147478308492581478e+00
-1.268240700336821902e+00
-1.671695629678572548e+00
-1.407618754882930201e+00
-1.416994675505566903e+00
-1.295654321871148706e+00
-1.327170940777120167e+00
-1.297973241957516954e+00
-1.455133247324640999e+00
-1.407919552985957612e+00
-8.272490500521180179e-01
-6.730616419807482487e-01
-4.707449765014461440e-01
7.584257819573321513e-02
-1.143070660666905131e-01
1.328205200895026528e-01
1.172948291502024926e-01
2.107956895795640995e-01
2.075328533460003844e-01
4.584946920809666593e-01
9.180419666694006331e-01
6.587757823681847924e-01
9.703561237031613773e-01
1.385575848212674099e+00
1.646183492676778437e+00
-1.163409096689517336e-01
-6.445893348743785278e-01
-1.767420191288350706e+00
-1.575603396301668901e+00
-6.424189671006278468e-01
-1.189844064406302693e-01
4.902592886459380961e-01
-3.575097529616945713e-01
-4.373009598462256342e-01
-9.135379501780155342e-02
