IC1
-8.373458638214419103e-02
-1.013374839007510353e+00
5.524376741491771742e-02
-6.784081112626595411e-01
-9.459513878023855238e-01
-5.615408616719528290e-01
-1.557547360245159052e+00
-7.671506353247272703e-01
-1.626935409956835388e+00
-6.048080399924473660e-01
6.121762690102490988e-03
-3.296290908565716049e-01
-5.503385400087924539e-01
1.914010986580666762e-01
-3.616442448086314987e-01
-1.746173985333999423e-01
8.713285787175145680e-02
9.371354688701724611e-02
1.764963373207165953e-01
1.917891189082693570e-01
2.906416849432670677e-03
3.849787037683072288e-01
-1.099228885272188622e-01
7.629136223948480844e-02
1.046741183119803166e-02
-6.026830665261178055e-01
-5.023226416972456088e-01
-2.890007928784426583e-01
5.732295129291141711e-01
-4.111448339260795337e-02
-4.060769842673781493e-01
-2.539331825851166013e-01
-2.996466963620090240e-01
1.017247570778804372e-02
-1.023907299102373297e-01
-6.265803696278878787e-01
-5.176382997519723972e-02
7.622416765963961616e-02
-8.347303401621369856e-02
1.810937244500245569e-01
7.730005640311714971e-03
-2.140678914704457481e-01
-1.793780290676656175e-01
-3.545894133097111656e-01
4.892050122070028262e-02
-5.162631978762931284e-02
1.633534009751682892e-01
8.261632830251297577e-02
-2.843023744101210726e-01
2.252817844297566319e-01
-5.327190687645894096e-01
-6.753353841052199547e-02
5.844735628207365676e-03
-6.619646792286630610e-02
3.874975769427277394e-02
2.983528182063280992e-02
-2.341425341662614068e-01
-2.587387058805711709e-02
3.481616383862746189e-01
-2.374269840543215271e-01
3.228337515177209793e-01
-1.568905525714937854e-01
-1.451993874566044340e-01
-7.872505017277940664e-02
-2.381347601628133470e-01
3.592670591653369105e-01
1.001948244830151713e-01
-9.017065220659994385e-01
-2.495251474061079555e-01
-4.127685611777709429e-01
1.258276267301991491e-01
4.726394106119709239e-04
1.412710354686240975e-02
1.860025366088044196e-01
-3.231221138227785006e-01
-3.066549942581399055e-02
-4.832368444716035882e-01
7.124937885007005811e-02
3.249928307381426129e-01
-1.286381948396178032e-01
5.031203526116031277e+00
5.055581118706412802e+00
1.774928577607635394e-01
-5.852969885219496682e-01
-8.663371954584178081e-01
-3.772357342057695018e-01
-1.362421034336041004e+00
-3.612707578402476472e-01
-9.692882165300022168e-02
-3.547447165817459169e-02
-3.406135133760895828e-01
-5.362466481435771426e-01
-1.589177723311730461e-01
-1.836704361722441559e-01
-1.692120868830990776e-01
8.170849857553687257e-02
-3.456568575460355897e-01
-7.003291547166204944e-01
6.596083828952002681e-02
-2.184108449093208892e-01
-8.237996899953350383e-01
-4.408139645572768384e-01
-5.533903372182785718e-02
3.261025872128516800e-01
-1.414645469137136569e-01
-2.369554040710851461e-01
1.447118204478757275e-01
-3.666103979405951341e-01
5.050655790080789409e-02
-2.332599088954144251e-01
2.372818074198868310e-01
-4.628643555752346428e-01
