rmsd_ca,end_to_end,protein_lipid_sep,rg_ca,lipid_plane_dist,contacts,phi_avg,psi_avg,helix_fraction,phi12
3.250157370612351659e+00,2.431709003741854147e+01,7.666120459451289548e+01,9.749833068443457762e+00,5.849000549316406250e+01,4.000000000000000000e+00,-6.915927134116066100e+01,-7.972811017573255832e+00,7.714285714285714635e-01,-6.539546248928539285e+01
3.523370799715965340e+00,2.531489899413502087e+01,7.493967758423924863e+01,9.764185017760729224e+00,5.849000549316406250e+01,2.000000000000000000e+00,-6.587334577749579978e+01,-1.004464527580763900e+01,7.714285714285714635e-01,-6.355002604862193039e+01
3.328197202201969684e+00,2.378963707593061727e+01,7.848014051096457422e+01,9.635187321394649729e+00,5.883000183105468750e+01,3.000000000000000000e+00,-6.319249358079363077e+01,-1.010065200180727629e+01,7.714285714285714635e-01,-3.825750601963817132e+01
3.427237445788243519e+00,2.438263551988666222e+01,7.611233732237695904e+01,9.887218523363108247e+00,5.672000503540039062e+01,2.000000000000000000e+00,-6.460335238434943506e+01,-9.278868510249822066e+00,8.000000000000000444e-01,-6.884062435104749511e+01
3.258250282412387122e+00,2.379111472112289505e+01,7.790719134771963184e+01,9.698844355294573560e+00,5.673000335693359375e+01,2.000000000000000000e+00,-6.225196364700173746e+01,-1.180326485270862236e+01,8.000000000000000444e-01,-6.097538772675033414e+01
3.186195583324431535e+00,2.316232061403422193e+01,7.679743629984486120e+01,9.677366793532065969e+00,5.834000015258789062e+01,2.000000000000000000e+00,-6.290179007379803977e+01,-1.085015140084716201e+01,8.000000000000000444e-01,-1.012710507736111225e+02
3.331575495140384646e+00,2.394945322103865593e+01,7.512157644281737134e+01,9.709060728827873632e+00,6.025000000000000000e+01,3.000000000000000000e+00,-6.207216117418081325e+01,-1.196461670541301814e+01,8.000000000000000444e-01,-5.805224772604223205e+01
2.301717534877721505e+01,7.986649752520885670e+01,6.967076027457436282e+01,2.482774068261377920e+01,5.714000320434570312e+01,2.000000000000000000e+00,-5.920345460398206683e+01,-8.955732145485798767e+00,7.714285714285714635e-01,-4.084358579963207347e+01
1.509304399441879774e+01,2.442874778618351428e+01,7.086364042917715267e+01,1.669778077697521113e+01,5.811000442504882812e+01,3.000000000000000000e+00,-6.772872788686507306e+01,-1.183801751574032579e+01,6.857142857142857206e-01,-6.290734757090457663e+01
1.524742631305404394e+01,2.464427835602148420e+01,7.034285589999382182e+01,1.666276718600388307e+01,5.792000198364257812e+01,3.000000000000000000e+00,-6.472704608332311693e+01,-7.819290975864327642e+00,7.142857142857143016e-01,-6.668373692566343891e+01
3.425283337317059473e+00,2.374142487621476860e+01,7.269556389991963385e+01,9.623480120155452511e+00,6.011000061035156250e+01,3.000000000000000000e+00,-6.429842078293864915e+01,-9.890941488767982293e+00,8.000000000000000444e-01,-4.790149994141506795e+01
3.133511593387012795e+00,2.355747349124471057e+01,7.325573753487256567e+01,9.773512447572835882e+00,5.937000274658203125e+01,2.000000000000000000e+00,-6.372685794168292261e+01,-1.037706382013382189e+01,8.000000000000000444e-01,-5.833706125387887909e+01
3.357733370163835662e+00,2.396059433345006084e+01,6.748981392644193988e+01,9.737921890059684671e+00,6.040000534057617188e+01,2.000000000000000000e+00,-6.481154749652363023e+01,-9.936788069287311842e+00,7.714285714285714635e-01,-5.793863889113244880e+01
3.182399107133965455e+00,2.384977865197703295e+01,6.770653924560944859e+01,9.771841194200959535e+00,5.798000335693359375e+01,3.000000000000000000e+00,-6.653322902741598455e+01,-8.151496819368862390e+00,7.428571428571428825e-01,-8.483007695115333036e+01
3.618854449162071329e+00,2.579937683482547683e+01,6.853792750391586708e+01,9.893142073977847062e+00,5.854000091552734375e+01,4.000000000000000000e+00,-6.440025222147743023e+01,-1.048865194615301810e+01,8.000000000000000444e-01,-5.625223132389920266e+01
3.545165146268800083e+00,2.513730375375502391e+01,6.697145334904158176e+01,9.766849060301177943e+00,6.098000335693359375e+01,2.000000000000000000e+00,-6.297811868129364399e+01,-1.300716494538164447e+01,8.000000000000000444e-01,-6.813982337770923436e+01
3.463231849645483695e+00,2.460801251108124177e+01,6.836004667856994388e+01,9.692830451545599857e+00,6.061000442504882812e+01,3.000000000000000000e+00,-6.540160356769280270e+01,-1.064690288501125082e+01,7.714285714285714635e-01,-9.440433502206558103e+01
3.462851848216058848e+00,2.479587440913588026e+01,6.915202700848581685e+01,9.679454113391253500e+00,5.965999984741210938e+01,3.000000000000000000e+00,-5.985309901882390449e+01,-1.359853803498529423e+01,8.000000000000000444e-01,-5.494969115713843877e+01
3.669188191543924837e+00,2.532229899143353791e+01,6.556047782760442999e+01,9.872361262145592065e+00,5.989000320434570312e+01,3.000000000000000000e+00,-6.716404307895025738e+01,-7.925420059068526868e+00,7.714285714285714635e-01,-7.746094509048590737e+01
3.596922769617072468e+00,2.522929722611952741e+01,6.880162099671322551e+01,9.767513755256484131e+00,5.824000549316406250e+01,3.000000000000000000e+00,-6.657496824516854872e+01,-7.878568402024683337e+00,7.714285714285714635e-01,-9.735001645984623053e+01
3.518691468029596869e+00,2.522853998690014876e+01,6.713214890243665423e+01,9.783633231251325668e+00,5.834000015258789062e+01,4.000000000000000000e+00,-6.321135976358371522e+01,-1.100219785461672828e+01,8.000000000000000444e-01,-6.774425210882861847e+01
3.537560363311071487e+00,2.404248339480787067e+01,6.887819767063737686e+01,9.729163434967297519e+00,6.181999969482421875e+01,5.000000000000000000e+00,-6.432991958531341936e+01,-1.015787039127228475e+01,7.714285714285714635e-01,-6.384379867113364071e+01
3.159883979279381361e+00,2.397900233031530348e+01,6.867789275426041229e+01,9.833416371321026972e+00,6.004000091552734375e+01,4.000000000000000000e+00,-6.758206091234866619e+01,-7.618082765182718319e+00,7.142857142857143016e-01,-6.261236862694381244e+01
2.879639798553911501e+00,2.173831534588651238e+01,7.266844628246695947e+01,9.700076121780643490e+00,6.068000411987304688e+01,2.000000000000000000e+00,-6.439614186988210065e+01,-8.789031098300130296e+00,7.428571428571428825e-01,-6.268871498314278057e+01
2.889150220056728724e+00,2.121319117329392157e+01,7.224171477898482863e+01,9.591132434317351851e+00,6.056000137329101562e+01,2.000000000000000000e+00,-6.391584663380704967e+01,-9.238101558385785950e+00,8.000000000000000444e-01,-8.491449779737610015e+01
3.240605643978673012e+00,2.309763183498466077e+01,7.338789367956063359e+01,9.541626158888840692e+00,5.909000396728515625e+01,6.000000000000000000e+00,-6.210929620286303532e+01,-1.322393487741765838e+01,8.000000000000000444e-01,-5.952043574587453634e+01
3.206883897806476202e+00,2.364809695933299238e+01,6.993642551858611967e+01,9.652180335270077904e+00,6.099000549316406250e+01,5.000000000000000000e+00,-6.712642885879404275e+01,-6.522352942251024466e+00,8.000000000000000444e-01,-7.078099926572706124e+01
3.396847325190262001e+00,2.486032960717811235e+01,6.809412008129203286e+01,9.732639325377665074e+00,6.031999969482421875e+01,9.000000000000000000e+00,-6.542542963686082658e+01,-9.163925517883944494e+00,7.714285714285714635e-01,-7.116711228644332721e+01
3.490412805882712632e+00,2.365700274271884140e+01,7.253906419541287676e+01,9.715765898910554199e+00,5.824000549316406250e+01,9.000000000000000000e+00,-6.144949610920185279e+01,-1.300457054656295242e+01,8.000000000000000444e-01,-7.847144388323751230e+01
3.566238243722458012e+00,2.533318354161262320e+01,7.202593687496511166e+01,9.800011159934523874e+00,5.880000305175781250e+01,8.000000000000000000e+00,-6.828740190680098010e+01,-6.642983966761957682e+00,7.428571428571428825e-01,-6.768230385129879778e+01
3.233074402480400789e+00,2.319916043620581192e+01,7.361257210556003372e+01,9.653936948291796938e+00,5.736000061035156250e+01,5.000000000000000000e+00,-6.611778714439012106e+01,-8.077190324850478831e+00,7.428571428571428825e-01,-7.080775834369303823e+01
3.090899974019955199e+00,2.207701874378095397e+01,7.229797111927278763e+01,9.521727906965205435e+00,5.970000457763671875e+01,5.000000000000000000e+00,-6.208258766034023068e+01,-1.156543392882532295e+01,8.000000000000000444e-01,-8.008382714872081465e+01
3.078961564027615783e+00,2.194651807404824240e+01,7.083355042111622879e+01,9.565238586280905508e+00,5.855000305175781250e+01,4.000000000000000000e+00,-6.569899449460861263e+01,-8.689655022698969944e+00,7.428571428571428825e-01,-5.714615224178690767e+01
3.631703932895574916e+00,2.436721156419414314e+01,7.285532713446147568e+01,9.896757756579328102e+00,5.824000549316406250e+01,3.000000000000000000e+00,-6.356747849745943313e+01,-1.040927224792885042e+01,7.714285714285714635e-01,-4.939330119151302512e+01
3.482046405053989879e+00,2.434980489570430606e+01,7.529912571025845125e+01,9.823236121601876647e+00,5.704000473022460938e+01,4.000000000000000000e+00,-6.707929355759442558e+01,-5.683019831625661489e+00,7.428571428571428825e-01,-6.555860874938201732e+01
3.580111424426673405e+00,2.506957484897852240e+01,7.490738547242409595e+01,9.853705256540832735e+00,6.084000015258789062e+01,5.000000000000000000e+00,-6.594252647296741543e+01,-9.274009105777452078e+00,7.428571428571428825e-01,-6.301235776182956982e+01
3.455997594252670169e+00,2.394116511651191459e+01,7.752355910843728282e+01,9.836183499031660560e+00,6.211000442504882812e+01,5.000000000000000000e+00,-6.526915424914049879e+01,-8.181514533704218550e+00,7.714285714285714635e-01,-6.176493744123168028e+01
3.366405534691439438e+00,2.431808797236810804e+01,7.661640259901902539e+01,9.743182935301145875e+00,6.214000320434570312e+01,4.000000000000000000e+00,-6.586453834140033337e+01,-8.697814410935258422e+00,7.714285714285714635e-01,-6.231582325085680907e+01
3.457266178494590836e+00,2.441842227216236694e+01,7.548999330526295637e+01,9.757541891283347368e+00,6.202000045776367188e+01,7.000000000000000000e+00,-6.480401594107425467e+01,-9.039039718848911775e+00,7.714285714285714635e-01,-5.927869263667066946e+01
3.090789045858314044e+00,2.317049236710251137e+01,7.379335662424566067e+01,9.588711580438523896e+00,5.874000167846679688e+01,6.000000000000000000e+00,-6.238724333634436903e+01,-1.083315908977553654e+01,8.000000000000000444e-01,-5.560333571821094267e+01
3.207571418349381087e+00,2.436992142124288208e+01,7.349089755699293391e+01,9.733981955851225720e+00,6.042000198364257812e+01,5.000000000000000000e+00,-6.608432953469169036e+01,-8.153304786317269404e+00,8.000000000000000444e-01,-7.040123167370715862e+01
3.125072769536222594e+00,2.336020965219420376e+01,7.474059558405505754e+01,9.589875862044515031e+00,6.154000091552734375e+01,3.000000000000000000e+00,-6.026777622593817085e+01,-1.420492542267025726e+01,8.000000000000000444e-01,-8.838314648624778158e+01
3.488089522875337245e+00,2.402628345838606805e+01,7.404849948211133892e+01,9.804483201934031555e+00,6.035000228881835938e+01,4.000000000000000000e+00,-6.538166755225130089e+01,-7.780091896457081546e+00,8.000000000000000444e-01,-6.583238531419051753e+01
3.308355172932823329e+00,2.361956405360626476e+01,7.113621909104979579e+01,9.526902149891977700e+00,5.945999908447265625e+01,4.000000000000000000e+00,-6.480954312203110135e+01,-7.719669069046874554e+00,8.000000000000000444e-01,-9.409478677110107014e+01
2.940659118833843344e+00,2.194421963002853460e+01,7.178547982579925701e+01,9.492820031654384039e+00,6.054000473022460938e+01,2.000000000000000000e+00,-6.199853105838607092e+01,-1.199815770355814948e+01,8.000000000000000444e-01,-5.844940157039685857e+01
3.375833002011336070e+00,2.482495634201702472e+01,6.947690088240803163e+01,9.820400906961175735e+00,6.010000228881835938e+01,3.000000000000000000e+00,-6.185097163705233214e+01,-1.095760457166606372e+01,8.285714285714286254e-01,-6.807731498518877800e+01
3.568639300959498328e+00,2.447688887118399137e+01,7.432952404388130674e+01,9.748897923008430055e+00,5.948000335693359375e+01,0.000000000000000000e+00,-6.596440194993347461e+01,-9.260947151851340209e+00,8.000000000000000444e-01,-6.192406306980515751e+01
3.504109350230200537e+00,2.470162758898896982e+01,7.433777939125354806e+01,9.564329674342390675e+00,5.871000289916992188e+01,1.000000000000000000e+00,-6.470711045504199888e+01,-1.240779768123270443e+01,8.000000000000000444e-01,-7.841408330873768762e+01
3.431123771963342506e+00,2.410142178370737653e+01,7.315414249371384869e+01,9.710031471910390621e+00,5.898000335693359375e+01,1.000000000000000000e+00,-6.528539174191239169e+01,-1.136316278757768927e+01,7.714285714285714635e-01,-6.088405988460271345e+01
3.602067963730834155e+00,2.550984125732153274e+01,7.207062738553656800e+01,9.839560122979726486e+00,5.887000274658203125e+01,1.000000000000000000e+00,-6.309736574514315777e+01,-1.381371665416819106e+01,8.000000000000000444e-01,-5.758439792931893209e+01
3.639669316804010180e+00,2.545815242029980041e+01,7.344788848638360435e+01,9.734264764696273886e+00,6.077999877929687500e+01,2.000000000000000000e+00,-6.552838106282331410e+01,-1.178401976164823672e+01,8.000000000000000444e-01,-6.367857036620072364e+01
3.443857335202759717e+00,2.465039863279908872e+01,7.079931856460081008e+01,9.806113984750847834e+00,6.013000488281250000e+01,1.000000000000000000e+00,-6.692863654129949680e+01,-8.700942085846227414e+00,7.714285714285714635e-01,-5.159773038333309358e+01
3.353852433182706427e+00,2.456778468852810349e+01,6.942771516743702875e+01,9.762960909807530285e+00,5.806999969482421875e+01,3.000000000000000000e+00,-6.188517391912093046e+01,-1.388124206764230806e+01,8.000000000000000444e-01,-5.389779736020631162e+01
3.531271602068702276e+00,2.506372922003368942e+01,7.305282535388899134e+01,9.802200471745425858e+00,5.485000228881835938e+01,3.000000000000000000e+00,-6.641186974086789974e+01,-1.111813529863362859e+01,7.714285714285714635e-01,-7.725875451148174022e+01
3.436607422535007395e+00,2.402437417889385785e+01,7.603308217242958733e+01,9.709236540793295234e+00,5.901000595092773438e+01,1.000000000000000000e+00,-6.636540416469976833e+01,-1.008078772587728800e+01,7.428571428571428825e-01,-6.175716732792172081e+01
3.623357268343275539e+00,2.566888289404167622e+01,7.583208870267782231e+01,9.784397778974499360e+00,6.050000000000000000e+01,2.000000000000000000e+00,-6.386708602046729055e+01,-1.295389643660212542e+01,8.000000000000000444e-01,-6.390780790144271606e+01
3.312557566289198263e+01,2.502523170139859943e+01,7.254313016692547933e+01,3.595760822296796988e+01,6.019000244140625000e+01,3.000000000000000000e+00,-3.196585283335888050e+01,-5.894198881188140504e+00,5.999999999999999778e-01,1.067762224905396380e+02
3.598472148250760672e+00,2.538952452176526364e+01,7.820866426965197604e+01,9.893089463587664056e+00,5.833000183105468750e+01,1.000000000000000000e+00,-6.634860575330000643e+01,-9.698032959121267282e+00,7.714285714285714635e-01,-6.351517241291622184e+01
3.355499049198581929e+01,2.396552419271052159e+01,7.478103059114746998e+01,3.607445650635847301e+01,6.000000381469726562e+01,2.000000000000000000e+00,-3.178301020342842520e+01,1.024278772422161765e+01,4.571428571428571286e-01,-6.154415325900771450e+01
1.508318399693959755e+01,2.396689001158011934e+01,7.920157013784461242e+01,1.726087395765171806e+01,6.056999969482421875e+01,2.000000000000000000e+00,-6.050362675194064366e+01,-8.908172519667468592e+00,7.428571428571428825e-01,1.119211307187443936e+02
1.511335954751882049e+01,2.375426671366706088e+01,8.022341561794527820e+01,1.712565254462407793e+01,5.903000259399414062e+01,2.000000000000000000e+00,-6.000784044412833396e+01,-1.616592584509451314e+01,7.142857142857143016e-01,-7.859267743115519522e+01
4.033538626897366441e+01,9.166654829883370326e+01,7.027607179966916817e+01,4.451991187513061021e+01,6.095000457763671875e+01,2.000000000000000000e+00,-4.889773159875803543e+01,-1.408962134763366514e+01,6.857142857142857206e-01,-7.228459852722421886e+01
3.474030854312698580e+01,9.117855457003383890e+01,7.190630874655568050e+01,3.770711194759818596e+01,5.936000442504882812e+01,5.000000000000000000e+00,-4.182797508822964261e+01,4.802970900703998680e+00,5.714285714285713969e-01,-6.701032742751202420e+01
3.996744694723623326e+01,9.372867023652813145e+01,6.984187943143119526e+01,4.459357085344458227e+01,5.991000366210937500e+01,0.000000000000000000e+00,-5.631502052453827645e+01,-1.609679710938501529e+01,8.000000000000000444e-01,-5.959372192806892343e+01
3.795634820428891487e+01,2.511201748611743767e+01,6.963294073941085571e+01,4.189962927606961074e+01,6.001000213623046875e+01,1.000000000000000000e+00,-4.150210477073445503e+01,4.926060697602441946e-02,5.142857142857142350e-01,-6.638295027500323897e+01
3.584553899820690503e+00,2.512508352371200715e+01,7.803496836141641779e+01,9.728946345195513601e+00,5.824000549316406250e+01,3.000000000000000000e+00,-6.208893034337447858e+01,-1.396920696019112818e+01,8.000000000000000444e-01,-6.561286984221693785e+01
3.605793099304747340e+00,2.577937297644486137e+01,8.079860010000369641e+01,9.875371362282164611e+00,5.659000396728515625e+01,3.000000000000000000e+00,-6.317822687285026717e+01,-1.446434063732156616e+01,8.000000000000000444e-01,-6.112398846052188617e+01
3.743740424295314995e+01,2.574512763801719828e+01,7.197500980918765379e+01,4.099670593021778586e+01,5.971000289916992188e+01,1.000000000000000000e+00,-2.726955412240314658e+01,-3.759957317749289096e+00,5.142857142857142350e-01,-6.646766006149353245e+01
4.007310286466244520e+01,9.184707753307374389e+01,6.890870821957693693e+01,4.444677091100390243e+01,6.005000305175781250e+01,1.000000000000000000e+00,-5.324434132151068155e+01,-1.021799228893572753e+01,6.857142857142857206e-01,-4.865977451238496343e+01
2.983050490284237810e+01,2.533890621582463965e+01,7.358403313772812737e+01,3.186083901401625695e+01,6.083000183105468750e+01,2.000000000000000000e+00,-2.569712537414102016e+01,-8.795349935618604675e+00,4.857142857142857095e-01,9.384404919761520603e+01
3.942679817204223980e+01,9.439067150011710794e+01,6.737534262995488632e+01,4.279329006191844087e+01,5.951000213623046875e+01,1.000000000000000000e+00,-2.921956865808529713e+01,-2.337716536498140485e+01,6.571428571428571397e-01,-6.626202133811688100e+01
3.937842637421578473e+01,2.446225434302912305e+01,6.699117652392808964e+01,4.390524754672383523e+01,5.882000350952148438e+01,0.000000000000000000e+00,-4.191146053841212193e+01,-5.228275779531605494e+00,6.285714285714285587e-01,-6.165121507204709417e+01
3.970025472436545044e+01,9.405726170654845930e+01,6.771793670901222129e+01,4.427803983561995693e+01,5.896000289916992188e+01,1.000000000000000000e+00,-6.107604610786091115e+01,-1.994217366437088756e+01,8.000000000000000444e-01,-6.058296811309056551e+01
3.895474904812294525e+00,2.574916259767102389e+01,7.937478965117777818e+01,9.748370711502692743e+00,6.059000396728515625e+01,0.000000000000000000e+00,-6.644849517395356031e+01,-1.176218152589235899e+01,7.714285714285714635e-01,-6.935061538712895413e+01
2.126643177509813754e+01,2.434425406202003472e+01,7.680576047744183654e+01,2.233251936188544917e+01,5.718000411987304688e+01,0.000000000000000000e+00,-5.472217990981531699e+01,-6.015273547758269501e+00,7.428571428571428825e-01,1.096410252114115593e+02
3.224451080617275256e+00,2.317242058787393688e+01,7.872582500368136493e+01,9.621257758746025956e+00,5.969000244140625000e+01,1.000000000000000000e+00,-6.370582946784692524e+01,-1.180175046094324998e+01,8.000000000000000444e-01,-5.911719972173857229e+01
1.563548326850244763e+01,2.539064830306953269e+01,7.588915895028863190e+01,1.733174918056050373e+01,5.979000091552734375e+01,1.000000000000000000e+00,-6.011656083185835087e+01,-7.592419667815072160e+00,7.428571428571428825e-01,-5.871782725683748083e+01
2.086504862285790196e+01,2.423026685456524731e+01,7.487572777608968977e+01,2.204768835347659106e+01,5.773000335693359375e+01,2.000000000000000000e+00,-6.258539995781675458e+01,-1.838270258935948531e+00,6.571428571428571397e-01,-6.585719658585739467e+01
1.490655496881022479e+01,2.424003967016373906e+01,7.720682838052617569e+01,1.700936212674544734e+01,5.830000305175781250e+01,0.000000000000000000e+00,-5.699628847475316462e+01,-8.705074309058030479e+00,6.857142857142857206e-01,1.645184382553880766e+02
1.506775878138417823e+01,2.357110766761411114e+01,7.736072197461123778e+01,1.706239485953688728e+01,5.862000274658203125e+01,1.000000000000000000e+00,-5.419453998903407665e+01,-1.167987696102870032e+01,7.142857142857143016e-01,1.688403062836338506e+02
2.938236362010796743e+00,2.230573127796830946e+01,7.723607391742611128e+01,9.489176631301557308e+00,5.960000610351562500e+01,2.000000000000000000e+00,-6.384926532236065810e+01,-1.045315591819056600e+01,8.000000000000000444e-01,-6.637226715438789881e+01
1.498386603800367922e+01,2.356514953707685578e+01,7.711714536869979497e+01,1.691351661193085221e+01,5.794000244140625000e+01,3.000000000000000000e+00,-6.129711309420448373e+01,-9.231055304247377080e+00,7.714285714285714635e-01,-6.086953717542823483e+01
1.523268240613326796e+01,2.291306161455939261e+01,7.652920799757754367e+01,1.693842365831524432e+01,5.630000305175781250e+01,1.000000000000000000e+00,-5.626686749175816260e+01,-8.179245151650063050e+00,7.714285714285714635e-01,1.415841603421181389e+02
1.509437145356269561e+01,2.311514724036042878e+01,7.797072651231435714e+01,1.673438260220814655e+01,5.872000122070312500e+01,0.000000000000000000e+00,-6.144850088656360754e+01,-3.771083137797798468e+00,7.714285714285714635e-01,5.537091741264036360e-01
2.794481276073109299e+01,8.370108437020195424e+01,7.209716887093711080e+01,3.064584655814962844e+01,5.701000213623046875e+01,1.000000000000000000e+00,-4.910768918735180222e+01,-8.039290209835140644e+00,7.428571428571428825e-01,-6.060472051790014802e+01
4.074847625125532602e+01,8.182386464298654971e+01,6.743603670499550162e+01,4.475832684068859635e+01,5.801000213623046875e+01,2.000000000000000000e+00,-4.250414155123439031e+01,-1.274728868511197888e+01,6.857142857142857206e-01,-6.768679417725384440e+01
4.146544885813905523e+01,8.235019656908920638e+01,6.747663594657569774e+01,4.490372759229821042e+01,5.799000167846679688e+01,3.000000000000000000e+00,-4.344657537253021928e+01,-8.971343983363041508e-01,6.571428571428571397e-01,-6.076619177665801885e+01
4.070245351241670306e+01,8.189371449912653134e+01,6.558852005675905161e+01,4.426117774350047540e+01,5.906999969482421875e+01,4.000000000000000000e+00,-4.074510354368300824e+01,-2.827125140396103475e+01,6.857142857142857206e-01,-5.834176717761158670e+01
3.886783634149498567e+01,7.986558013699625747e+01,6.886590626413700988e+01,4.314679412357644850e+01,5.631000137329101562e+01,3.000000000000000000e+00,-3.909320914830069427e+01,-1.537938900465411152e+01,6.285714285714285587e-01,-7.062464130705380683e+01
2.572156861017782958e+01,7.718044375048833672e+01,7.417298207798141618e+01,2.832882673520295924e+01,5.714000320434570312e+01,5.000000000000000000e+00,-4.672767697485745941e+01,-1.821310796366290674e+01,7.142857142857143016e-01,-6.683568720038788058e+01
2.345799705830339121e+01,7.474553339812437969e+01,7.549567983312850572e+01,2.515435659574770355e+01,5.988000488281250000e+01,4.000000000000000000e+00,-4.500874905610688614e+01,-1.444303323114639603e+01,7.142857142857143016e-01,-6.714037182323009745e+01
2.561485469307466190e+01,7.267401764471115655e+01,7.495123080162210272e+01,2.779252490806533871e+01,5.796000671386718750e+01,3.000000000000000000e+00,-3.759404821482851133e+01,-2.389987076397139276e+01,6.571428571428571397e-01,-6.182941171145364478e+01
2.803335353506590977e+01,7.566584777453918775e+01,7.492337809733082565e+01,3.085994937727870635e+01,5.715999984741210938e+01,4.000000000000000000e+00,-3.769983480811183796e+01,-1.995160226816173576e+01,7.142857142857143016e-01,-6.895734570723314505e+01
3.451349039129259211e+01,7.556706820301739924e+01,7.214767657369952758e+01,3.908191866645363888e+01,5.964000320434570312e+01,3.000000000000000000e+00,-4.434839604473730645e+01,-1.013203977042008219e+01,7.142857142857143016e-01,-7.366987709250219041e+01
3.664261027039222540e+01,7.576238076929664089e+01,7.040428827895873098e+01,4.136956874271779583e+01,5.992000198364257812e+01,4.000000000000000000e+00,-6.136980354868573073e+01,-5.698447929402535195e+00,7.428571428571428825e-01,-6.723388689378533911e+01
3.890102174610818508e+01,7.551086154885298640e+01,6.753781355771633343e+01,4.359064468106424073e+01,5.850000381469726562e+01,5.000000000000000000e+00,-4.662641962406265606e+01,4.657982934663803753e+00,6.571428571428571397e-01,-6.985515746679638482e+01
3.333189003508871195e+01,7.542974508833407299e+01,7.129998202167469401e+01,3.723800031108239494e+01,5.826000213623046875e+01,3.000000000000000000e+00,-5.570122755134997306e+01,-7.744928814195368716e-01,7.428571428571428825e-01,-5.354527484433405959e+01
3.620159325637342818e+01,7.381957572716225968e+01,6.893903060150525164e+01,4.036153117107159005e+01,5.826000213623046875e+01,3.000000000000000000e+00,-4.693517107996223814e+01,-8.111347223056281308e+00,6.285714285714285587e-01,-6.665943885185144779e+01
3.458433703203574083e+01,7.549449099984639133e+01,7.243292592297699173e+01,3.857486415015993231e+01,5.880000305175781250e+01,2.000000000000000000e+00,-4.957122240577876937e+01,-1.313697108556769422e+01,7.714285714285714635e-01,-7.657971073893666869e+01
3.771258531109001666e+01,7.630032630613455069e+01,6.854890702697740323e+01,4.228099130949758688e+01,5.805000305175781250e+01,3.000000000000000000e+00,-5.856297933417602763e+01,-2.133170818823828085e+00,6.285714285714285587e-01,-6.522223325023571761e+01
3.816333825690756498e+01,7.701545419415820959e+01,6.692600534432342840e+01,4.275227267896310224e+01,5.956000518798828125e+01,3.000000000000000000e+00,-5.256566477450844133e+01,-2.721712532339731094e+00,6.857142857142857206e-01,-6.600867400077565605e+01
3.906370498013912851e+01,7.775318722320899667e+01,7.021619972237228069e+01,4.376810577671271574e+01,5.587000274658203125e+01,4.000000000000000000e+00,-4.807240748927448948e+01,3.402791643486122286e+00,6.571428571428571397e-01,-5.888016800434402853e+01
3.150037987221899982e+01,8.025164266504425825e+01,7.459719472170267807e+01,3.447550089930736306e+01,6.031000137329101562e+01,3.000000000000000000e+00,-5.826753295707344193e+01,-3.129452683499522325e-01,7.142857142857143016e-01,-7.309110956976641660e+01
2.806368233416789693e+01,8.220838147040961985e+01,7.239068793205377972e+01,3.061159203013163221e+01,5.733000183105468750e+01,4.000000000000000000e+00,-5.058609322972647249e+01,-5.973403716246811435e+00,7.142857142857143016e-01,-6.084808591752630491e+01
3.486594479455099815e+01,8.141994542874181207e+01,6.846611723114440906e+01,3.828933459938433970e+01,6.099000549316406250e+01,1.000000000000000000e+00,-4.956811087918863024e+01,-7.033794305322294882e+00,6.857142857142857206e-01,-6.569435288126607020e+01
3.871711967236912955e+01,7.817968749897299574e+01,6.794704138197438681e+01,4.346334295414675353e+01,6.029000091552734375e+01,5.000000000000000000e+00,-4.355233477046382973e+01,-4.253748357053289020e+00,6.571428571428571397e-01,-6.694299415805154752e+01
2.853893812690164467e+01,8.055407672060078994e+01,7.327600077069358520e+01,3.164302092070896322e+01,6.188000106811523438e+01,3.000000000000000000e+00,-3.916857415507205786e+01,-1.889862854871871178e+01,6.857142857142857206e-01,-5.659961662745194388e+01
1.474475155464919496e+01,2.352394609551824090e+01,7.611692420921615110e+01,1.696493041022426240e+01,6.116000366210937500e+01,3.000000000000000000e+00,-6.558142744881865838e+01,-6.674915977129803224e+00,7.428571428571428825e-01,-6.307979271082128747e+01
2.906215725208706413e+00,2.259751475471670545e+01,7.748812702486547721e+01,9.622432582528833933e+00,5.916000366210937500e+01,3.000000000000000000e+00,-6.367968902293626599e+01,-1.013310438492864130e+01,7.714285714285714635e-01,-7.737959745166983794e+01
3.125887540834521694e+00,2.337488117633083107e+01,7.759506957658037152e+01,9.618083876781858166e+00,6.015000152587890625e+01,4.000000000000000000e+00,-6.215229944694349484e+01,-1.272510203322925015e+01,7.714285714285714635e-01,-6.816304903430625473e+01
3.023357412580881753e+00,2.176453867155108313e+01,7.853745674449911007e+01,9.514267368811404779e+00,6.355000305175781250e+01,4.000000000000000000e+00,-6.185485082528271050e+01,-1.336530667367105529e+01,8.000000000000000444e-01,-6.317320749199505059e+01
3.083392194749162929e+00,2.199850481064222407e+01,7.954600366145366763e+01,9.545907976858519106e+00,5.910000228881835938e+01,2.000000000000000000e+00,-6.248871845984939455e+01,-1.165081644469609934e+01,8.000000000000000444e-01,-6.198993171199850849e+01
3.150770270968711539e+00,2.256360347863306615e+01,7.936417632787198784e+01,9.546524467262686997e+00,5.982000350952148438e+01,5.000000000000000000e+00,-6.676721722919494084e+01,-8.795501680855039695e+00,7.714285714285714635e-01,-6.138606695794984347e+01
